用户ID;消费金额;首页;商品分类;商品介绍;特卖页面;搜索功能;购物车;其他;合计
U00520028;2060;5;6;12;1;1;1;1;27
U00520168;2510;7;6;15;5;2;0;0;35
U00520239;1790;4;0;24;1;7;4;1;41
U00520250;4280;5;8;24;1;2;3;0;43
U00520254;9120;3;4;8;0;1;1;0;17
U00520266;1710;3;3;7;1;0;1;0;15
U00520427;1300;4;3;8;3;0;1;0;19
U00520591;1940;7;6;12;2;0;1;0;28
U00520625;1260;3;5;10;1;0;2;1;22
U00520686;1620;27;17;93;3;3;6;2;151
U00520689;19700;15;10;52;1;2;4;1;85
U00520742;3270;2;3;5;2;0;0;0;12
U00520993;1500;6;6;11;1;2;1;1;28
U00521101;16590;5;0;25;0;7;4;1;42
U00521189;4340;5;3;11;3;0;1;0;23
U00521238;5250;5;3;7;3;0;1;0;19
U00521345;2340;5;3;6;3;1;1;0;19
U00521352;1050;6;3;8;2;0;0;0;19
U00521423;6240;3;2;5;2;1;0;0;13
U00521667;1070;7;3;8;3;0;1;0;22
U00521870;1040;4;2;6;2;0;0;0;14
U00522051;14290;6;9;20;2;1;3;0;41
U00522058;910;7;8;15;2;1;3;0;36
U00522205;1140;4;3;7;1;0;1;0;16
U00522215;1340;6;2;27;1;9;5;1;51
U00522295;1770;3;3;8;1;0;1;0;16
U00522425;5880;3;5;10;1;1;1;0;21
U00522433;2150;6;2;7;3;0;1;0;19
U00522472;1600;6;1;7;3;0;0;1;18
U00522512;1410;6;4;11;4;0;0;0;25
U00522665;1830;9;3;14;5;2;1;0;34
U00522678;4710;4;0;18;1;5;4;1;33
U00522831;3730;8;2;28;0;9;6;0;53
U00522886;4990;7;6;13;2;2;2;0;32
U00522950;1100;5;0;6;2;0;0;0;13
U00523155;13430;6;6;17;1;1;3;0;34
U00523233;29630;4;0;25;1;8;4;1;43
U00523441;2440;5;6;11;1;2;1;0;26
U00523637;7800;5;0;18;0;6;3;1;33
U00523671;7240;5;7;13;1;1;2;0;29
U00523777;3660;4;5;13;1;1;1;0;25
U00523842;2130;4;3;8;1;0;1;0;17
U00523970;4600;6;0;20;0;6;4;1;37
U00524128;950;4;0;6;3;0;0;0;13
U00524313;3770;12;6;50;1;1;4;0;74
U00524344;16370;7;0;32;1;9;7;1;57
U00524523;5760;15;5;46;1;2;3;2;74
U00524611;2010;6;5;11;2;2;1;1;28
U00524718;4960;8;6;46;2;2;3;0;67
U00524864;8740;14;0;54;0;15;9;1;93
U00524914;1230;3;2;5;1;0;1;0;12
U00524991;1910;12;9;27;2;1;3;2;56
U00525002;1620;3;3;8;3;1;0;0;18
U00525149;1140;8;6;12;4;1;0;0;31
U00525334;3730;10;5;12;4;0;1;0;32
U00525607;1580;7;5;12;0;0;2;1;27
U00525699;1630;4;3;8;0;1;1;0;17
U00525733;1090;7;2;9;4;0;2;0;24
U00525740;8240;7;0;28;0;9;5;1;50
U00525807;6750;7;0;22;0;7;4;1;41
U00525875;1560;5;3;10;3;0;1;0;22
U00525946;1510;7;0;26;0;8;7;1;49
U00526094;9450;5;4;10;1;1;1;0;22
U00526144;9570;7;6;15;1;2;4;0;35
U00526173;10450;7;8;15;1;2;2;0;35
U00526219;3530;4;3;7;1;0;0;0;15
U00526287;3530;6;9;14;1;2;2;0;34
U00526295;930;2;2;7;2;0;0;0;13
U00526345;4710;9;10;18;3;2;3;1;46
U00526430;1200;3;1;5;2;0;0;0;11
U00526431;4040;3;1;5;2;0;0;0;11
U00526481;2560;7;6;13;5;1;0;1;33
U00526528;1010;3;4;8;0;0;1;0;16
U00526702;21970;9;0;30;1;9;6;2;57
U00526751;1740;7;2;23;0;8;6;3;49
U00526860;1640;5;4;12;1;1;1;0;24
U00526995;2020;4;7;12;1;1;1;0;26
U00527036;15480;5;0;18;0;6;3;1;33
U00527225;980;3;2;5;3;1;0;1;15
U00527299;3140;10;2;35;1;10;6;2;66
U00527317;6630;6;3;9;0;2;2;1;23
U00527404;1010;5;4;12;1;1;2;0;25
U00527499;1570;7;5;12;1;1;2;0;28
U00527519;1440;4;3;10;1;1;1;1;21
U00527702;2070;4;1;20;0;6;5;1;37
U00527913;2530;5;8;13;1;0;2;1;30
U00528158;3520;14;8;52;1;1;2;2;80
U00528234;8880;12;5;48;0;1;4;0;70
U00528411;32100;8;7;16;1;1;3;0;36
U00528468;4830;5;5;9;1;0;0;1;21
U00528583;4910;5;4;12;1;1;2;0;25
U00528602;1300;4;5;10;1;1;2;1;24
U00528719;10020;7;0;25;0;7;5;1;45
U00528721;5660;3;3;7;1;0;1;1;16
U00529106;1860;4;2;4;2;1;1;1;15
U00529166;1910;4;2;9;2;0;0;0;17
U00529188;1380;7;7;21;2;2;2;1;42
U00529215;1360;8;8;17;2;1;2;1;39
U00529326;4070;11;5;14;6;1;2;0;39
U00529376;3020;4;4;8;1;1;1;0;19
U00529425;129630;6;0;24;0;7;5;1;43
U00529485;4190;10;10;19;3;3;3;2;50
U00529534;3900;4;1;6;2;1;1;0;15
U00529953;1570;6;6;16;2;1;3;1;35
U00530051;2050;3;2;6;2;0;0;0;13
U00530133;1680;8;0;30;1;10;7;0;56
U00530150;10420;9;8;20;1;1;1;0;40
U00530204;6100;18;9;72;1;4;3;2;109
U00530210;7270;14;3;51;2;14;10;3;97
U00530422;2020;10;9;15;2;1;2;1;40
U00530430;1110;9;7;39;1;2;2;1;61
U00530626;29960;9;2;34;0;9;7;1;62
U00530959;1730;5;5;8;0;0;2;0;20
U00530991;1470;4;3;6;3;0;0;0;16
U00531007;1640;9;8;22;2;1;4;1;47
U00531064;7810;7;7;18;2;2;3;0;39
U00531085;3710;2;1;16;0;5;3;1;28
U00531119;1070;17;14;78;3;3;5;4;124
U00531169;970;3;4;12;1;0;3;0;23
U00531231;13590;3;2;7;2;1;0;0;15
U00531320;13400;4;2;20;0;6;5;1;38
U00531363;3140;5;4;10;3;1;0;0;23
U00531515;27310;3;3;7;0;1;1;0;15
U00531545;1330;8;1;26;0;8;5;0;48
U00531598;6380;5;3;9;0;0;1;0;18
U00531642;2150;7;2;9;3;1;0;0;22
U00531645;23170;6;6;13;2;1;3;1;32
U00531804;3590;4;6;10;0;0;1;0;21
U00531833;6450;8;2;37;2;11;7;0;67
U00531938;1500;4;1;6;3;0;0;0;14
U00531973;4660;4;5;12;2;2;2;0;27
U00531993;4410;6;0;24;0;8;5;0;43
U00532133;860;4;4;8;3;0;1;0;20
U00532147;2190;4;2;22;0;7;5;1;41
U00532172;840;4;0;17;1;5;4;1;32
U00532372;2790;25;10;85;1;5;5;4;135
U00532536;11260;18;9;65;2;2;5;1;102
U00532585;8020;9;5;37;2;1;2;0;56
U00532656;34190;2;5;9;1;0;2;0;19
U00532710;2870;8;2;11;3;1;0;1;26
U00532751;19610;3;3;7;0;1;1;0;15
U00532808;1950;3;2;6;1;1;1;1;15
U00532833;1690;6;1;22;0;6;4;1;40
U00532942;1600;4;5;8;1;0;1;0;19
U00533013;3010;4;5;10;1;1;2;0;23
U00533093;1790;7;4;42;0;2;3;0;58
U00533384;40430;5;1;23;0;6;4;1;40
U00533472;7080;11;11;22;1;0;2;2;49
U00533547;1060;6;3;8;3;1;0;0;21
U00533563;1230;6;2;10;3;1;0;1;23
U00533745;1050;13;5;41;1;12;8;2;82
U00533817;33390;6;2;38;1;13;7;3;70
U00533859;2900;10;4;43;2;12;8;1;80
U00533867;1060;8;5;15;2;2;3;0;35
U00533887;5250;6;5;12;0;1;1;1;26
U00533892;980;4;4;9;4;1;1;0;23
U00533929;43380;13;3;42;0;14;7;2;81
U00534133;1080;7;2;11;3;1;0;1;25
U00534340;1240;8;7;14;1;1;2;1;34
U00534451;1750;3;3;8;1;1;1;0;17
U00534523;16870;14;5;46;1;1;3;0;70
U00534576;4770;5;1;17;1;5;4;1;34
U00534636;1550;7;3;9;3;1;0;0;23
U00534653;3880;3;3;8;1;1;1;0;17
U00534700;3760;20;8;77;2;3;5;0;115
U00534741;2640;7;3;8;4;1;0;0;23
U00534782;4330;5;3;9;1;1;1;0;20
U00534868;7950;8;7;20;2;2;3;1;43
U00534896;3190;4;2;6;2;0;0;0;14
U00534940;1180;4;3;7;4;0;0;0;18
U00535003;830;5;2;8;3;1;0;1;20
U00535131;900;7;8;22;2;1;3;0;43
U00535151;1100;19;10;98;2;6;6;2;143
U00535261;1550;7;6;13;1;1;2;0;30
U00535701;1680;3;2;4;1;0;0;1;11
U00535740;1030;5;5;14;2;1;1;0;28
U00535768;2170;6;2;10;4;1;0;0;23
U00535814;1330;3;3;8;1;1;1;0;17
U00535863;6580;5;6;13;2;1;2;0;29
U00536296;1420;9;3;40;0;13;10;3;78
U00536304;1250;4;3;6;3;0;0;0;16
U00536364;40710;6;2;29;1;10;4;2;54
U00536435;1100;4;4;9;1;1;2;0;21
U00536446;3700;4;3;8;1;1;1;0;18
U00536787;990;4;0;8;3;0;0;0;15
U00536812;1140;3;1;4;1;1;1;0;11
U00537112;4440;3;2;5;2;0;1;0;13
U00537144;13170;11;5;43;0;1;3;0;63
U00537189;29240;10;3;32;0;11;6;1;63
U00537284;24080;8;0;31;0;9;7;2;57
U00537551;1090;6;8;14;1;2;2;0;33
U00537562;2400;6;5;11;1;1;2;0;26
U00537629;2920;8;0;25;0;7;4;0;44
U00537677;1060;5;5;11;1;1;2;0;25
U00537817;2630;2;5;9;1;1;1;0;19
U00537921;32090;4;5;9;1;1;1;0;21
U00537983;1170;3;3;10;1;1;1;0;19
U00538262;2150;7;9;21;2;3;3;1;46
U00538285;1730;3;2;5;2;1;0;0;13
U00538433;5450;10;8;18;2;2;5;0;45
U00538566;4470;6;5;11;2;1;2;0;27
U00538620;8930;10;3;33;1;9;6;2;64
U00538655;5640;7;2;24;0;8;5;0;46
U00538696;5320;7;0;24;0;10;5;2;48
U00538699;1230;9;7;18;1;1;3;1;40
U00538775;6800;4;5;11;1;1;2;0;24
U00538919;1690;6;3;8;4;0;0;0;21
U00539175;1560;4;3;8;1;1;1;0;18
U00539191;2310;3;3;8;2;0;0;0;16
U00539408;4700;10;5;20;10;2;0;0;47
U00539495;2630;8;3;12;3;2;0;0;28
U00539505;1990;4;4;7;1;1;1;0;18
U00539609;2000;4;2;7;2;1;0;0;16
U00539752;1410;12;5;53;2;2;5;1;80
U00539834;1190;15;9;70;3;2;3;1;103
U00540007;1940;7;8;16;1;1;2;2;37
U00540018;3250;5;5;9;1;2;1;0;23
U00540252;2110;5;6;17;1;2;3;2;36
U00540385;2320;4;1;22;0;7;4;0;38
U00540428;1450;14;7;68;1;5;5;2;102
U00540526;8740;8;6;14;2;1;2;0;33
U00540670;900;4;4;8;1;1;1;0;19
U00540791;4370;7;5;34;0;2;2;0;50
U00540828;4130;7;4;11;1;1;1;1;26
U00540873;5010;12;2;39;0;11;7;1;72
U00540993;1120;5;2;6;2;0;0;1;16
U00541071;5680;3;4;8;1;1;2;0;19
U00541122;1180;5;2;9;3;1;1;0;21
U00541448;1130;9;8;16;2;1;2;1;39
U00541658;2090;8;1;32;1;10;7;3;62
U00541662;1610;4;4;10;1;1;2;0;22
U00541700;10950;5;2;8;3;0;0;0;18
U00541734;2530;14;0;62;1;18;12;2;109
U00541879;1050;4;3;9;1;1;2;1;21
U00541923;2420;3;4;7;0;0;1;0;15
U00541981;6580;4;1;5;2;1;1;0;14
U00542071;1730;8;9;23;2;2;2;0;46
U00542091;1050;5;5;12;0;2;2;0;26
U00542245;11140;4;0;20;0;5;4;1;34
U00542408;12200;5;6;12;1;1;1;0;26
U00542434;1010;3;3;4;2;1;1;0;14
U00542510;1990;3;3;7;0;1;1;0;15
U00542516;1190;8;1;13;5;0;0;1;28
U00542551;2200;8;4;47;0;14;9;3;85
U00542623;1910;2;3;4;2;1;0;0;12
U00542711;2230;4;2;6;2;1;0;0;15
U00542828;2340;8;6;11;4;1;0;0;30
U00542952;2900;7;7;15;2;2;4;0;37
U00543044;1970;7;6;14;1;1;2;0;31
U00543135;7290;6;3;22;1;7;4;1;44
U00543190;1100;3;1;5;2;1;0;0;12
U00543246;1190;12;8;53;2;1;4;2;82
U00543367;2060;4;3;8;0;0;1;0;16
U00543633;7420;4;3;9;1;1;1;0;19
U00543679;1890;4;2;6;2;0;1;0;15
U00543708;1020;6;6;14;2;1;3;0;32
U00543718;1860;4;3;8;1;0;1;0;17
U00543783;6700;14;2;45;1;14;10;1;87
U00543934;2520;5;2;8;3;0;0;1;19
U00544077;1580;3;0;6;2;0;1;0;12
U00544106;1260;8;8;43;0;3;3;1;66
U00544227;16130;10;8;17;1;1;3;1;41
U00544238;6930;8;4;31;0;1;2;1;47
U00544298;5430;10;5;45;1;2;5;1;69
U00544323;9240;8;9;17;2;1;2;1;40
U00544566;2430;5;1;6;2;0;0;0;14
U00544764;1040;3;4;9;0;1;2;0;19
U00544800;1040;5;4;10;1;1;2;0;23
U00544842;1640;15;11;69;2;1;5;3;106
U00544847;1000;5;5;13;1;1;2;0;27
U00544868;8280;2;2;4;2;1;0;0;11
U00544909;1690;5;5;10;0;0;1;1;22
U00544918;7300;5;0;22;1;8;5;1;42
U00544960;13710;6;0;30;2;8;7;1;54
U00544990;3080;7;6;15;1;1;3;1;34
U00545002;9250;3;3;6;0;1;1;0;14
U00545034;25430;4;4;8;1;1;1;0;19
U00545093;13980;9;4;32;0;10;5;0;60
U00545103;1550;4;4;8;1;2;1;0;20
U00545209;1020;5;2;22;1;8;5;1;44
U00545438;6810;8;8;17;2;2;3;1;41
U00545498;1560;3;5;10;1;1;2;1;23
U00545507;10570;5;5;12;0;0;1;0;23
U00545572;1550;5;2;11;4;1;1;0;24
U00545575;1480;3;2;7;1;1;1;0;15
U00545664;1530;7;4;9;4;1;1;1;27
U00545794;2000;4;3;4;2;0;0;0;13
U00546091;4680;7;4;11;5;1;1;1;30
U00546229;2860;7;2;23;0;8;3;1;44
U00546239;1300;16;19;92;2;2;6;0;137
U00546443;1390;4;4;10;1;1;1;0;21
U00546623;26450;13;0;44;2;15;8;3;85
U00546651;15840;5;5;11;1;2;2;0;26
U00546735;1090;5;2;5;2;1;0;1;16
U00546936;1360;3;2;6;2;0;1;0;14
U00546980;7570;9;0;32;2;11;6;1;61
U00546988;1690;8;2;40;1;12;7;3;73
U00547248;1790;8;2;8;2;0;1;0;21
U00547375;3050;4;0;18;0;5;3;1;31
U00547544;4910;3;4;8;1;0;1;1;18
U00547643;33920;6;3;13;1;0;2;0;25
U00547670;1120;5;0;8;3;0;0;0;16
U00547765;1320;8;9;20;2;1;3;1;44
U00547829;39380;7;0;23;0;6;6;2;44
U00547837;3200;6;7;15;3;1;3;0;35
U00547961;11290;8;8;16;1;1;2;1;37
U00548112;6160;4;4;7;1;0;1;0;17
U00548123;106940;9;2;27;1;10;5;1;55
U00548420;6630;12;7;45;1;2;2;1;70
U00548437;5140;5;2;5;2;0;1;0;15
U00548861;3520;9;0;34;1;12;6;1;63
U00548948;1550;4;5;10;1;1;1;0;22
U00548981;3350;4;6;11;1;1;2;0;25
U00549049;1580;7;3;8;3;0;1;1;23
U00549177;1060;7;4;11;4;0;0;1;27
U00549221;1170;15;8;65;1;2;4;2;97
U00549429;1150;4;4;10;1;0;1;0;20
U00549465;1880;7;3;10;3;1;1;1;26
U00549510;7060;4;1;6;1;0;1;0;13
U00549579;1260;3;4;9;1;1;1;1;20
U00549588;990;6;4;12;2;1;2;1;28
U00549872;3040;5;6;12;1;1;2;1;28
U00549901;2310;3;3;7;1;0;1;0;15
U00549920;7580;8;0;29;0;8;6;1;52
U00549946;5900;6;6;11;2;1;2;1;29
U00550043;1090;4;1;7;2;0;0;0;14
U00550154;10270;6;2;9;3;0;1;0;21
U00550365;6090;7;4;11;4;1;1;0;28
U00550465;1740;5;1;6;2;0;0;0;14
U00550467;5530;3;5;9;1;1;1;0;20
U00550555;1360;6;6;13;1;1;2;0;29
U00550587;1050;6;5;13;1;0;2;0;27
U00550606;13170;6;5;12;2;2;2;0;29
U00550705;4100;3;3;9;1;1;1;1;19
U00550730;1570;3;2;6;3;0;0;0;14
U00550803;2230;7;3;8;3;0;0;1;22
U00550913;3740;2;2;5;2;0;0;0;11
U00551173;1120;6;1;11;4;2;0;0;24
U00551298;2940;7;9;18;2;1;3;1;41
U00551332;1840;5;0;18;0;5;3;1;32
U00551573;5740;6;2;23;1;6;5;0;43
U00551583;4100;7;8;15;1;2;3;0;36
U00551662;1080;5;5;34;1;2;2;0;49
U00551761;2710;4;4;8;1;1;1;0;19
U00551925;1250;7;7;16;1;1;3;0;35
U00551930;1050;4;1;5;2;1;0;0;13
U00552077;1450;9;9;47;0;2;3;2;72
U00552097;7990;11;1;37;0;12;6;3;70
U00552293;5880;4;4;8;1;2;2;0;21
U00552331;1250;3;3;7;3;0;1;0;17
U00552367;1040;2;2;7;1;0;1;0;13
U00552413;1960;9;3;9;4;2;0;1;28
U00552448;2100;5;6;12;1;1;1;0;26
U00552648;7150;4;5;12;0;2;2;0;25
U00552701;960;4;2;6;3;0;1;0;16
U00552738;1590;4;1;5;2;1;0;0;13
U00552816;2360;5;0;23;1;8;5;1;43
U00552972;2460;4;3;7;1;1;1;0;17
U00553015;3800;2;5;8;1;1;1;0;18
U00553176;2710;16;12;82;3;1;6;3;123
U00553199;18290;11;2;36;0;12;8;3;72
U00553353;3240;3;1;6;2;0;0;0;12
U00553448;12940;8;0;30;1;8;5;1;53
U00553480;8220;12;3;30;0;10;6;1;62
U00553680;7280;23;11;78;0;1;7;3;123
U00553829;2270;6;0;30;1;10;6;0;53
U00553914;1640;9;4;13;5;0;0;1;32
U00553949;5930;6;7;10;1;1;2;0;27
U00554098;32910;13;9;68;1;2;5;0;98
U00554121;6750;4;5;7;3;0;1;1;21
U00554162;18430;4;3;8;1;1;1;1;19
U00554208;6770;5;0;20;1;6;4;1;37
U00554498;1850;11;5;42;1;1;2;0;62
U00554512;13850;14;1;40;2;11;7;4;79
U00554516;17750;7;8;16;2;1;4;0;38
U00554652;4290;6;8;15;1;0;2;0;32
U00554688;1760;3;3;7;1;1;1;0;16
U00554689;1390;10;7;41;0;1;1;2;62
U00554779;4370;4;0;5;3;1;0;0;13
U00554798;3220;4;4;8;1;1;1;0;19
U00554927;1330;6;3;34;0;10;7;1;61
U00554949;6770;5;1;26;1;7;5;2;47
U00554956;800;4;4;8;1;1;2;0;20
U00554959;3880;5;5;10;1;1;1;1;24
U00555083;1800;7;0;30;0;8;5;0;50
U00555107;4580;6;0;25;0;8;5;1;45
U00555146;10370;5;6;13;1;1;1;1;28
U00555203;1430;12;13;23;2;2;3;0;55
U00555224;1250;6;5;11;1;1;2;1;27
U00555354;4910;3;5;10;0;0;1;1;20
U00555543;22410;8;1;21;0;6;5;1;42
U00555706;16930;6;0;18;0;6;4;2;36
U00555854;4560;17;13;78;1;2;5;2;118
U00555912;4720;3;4;8;1;1;2;0;19
U00556016;14900;9;11;26;2;4;3;1;56
U00556139;14520;3;3;8;1;0;1;1;17
U00556165;2410;11;0;39;0;11;8;3;72
U00556265;890;4;2;7;1;0;0;0;14
U00556272;4930;7;6;13;2;1;2;0;31
U00556393;8830;7;6;42;0;12;8;3;78
U00556413;910;6;3;10;4;1;0;0;24
U00556424;2700;4;5;9;1;1;2;1;23
U00556434;900;6;4;12;1;0;1;1;25
U00556675;2170;7;5;10;0;2;2;0;26
U00556699;5120;4;1;18;0;5;4;1;33
U00556801;3740;9;3;11;4;0;0;0;27
U00556870;2890;7;3;8;3;1;0;1;23
U00556926;0;3;4;3;1;0;0;0;11
U00557204;24050;3;3;6;0;1;1;0;14
U00557313;2420;5;0;17;1;5;3;0;31
U00557343;1140;4;3;7;1;1;2;0;18
U00557460;910;21;10;83;1;2;5;1;123
U00557516;960;8;8;16;2;1;2;0;37
U00557735;4330;5;0;33;1;10;7;1;57
U00557750;1310;4;5;9;1;0;1;0;20
U00557796;26010;6;0;28;1;8;6;0;49
U00557908;2530;4;2;6;2;1;1;0;16
U00558014;6650;8;0;32;2;9;6;0;57
U00558056;4730;13;0;43;1;13;8;2;80
U00558113;3760;22;13;83;0;3;5;2;128
U00558171;10650;9;5;12;1;1;2;0;30
U00558315;2940;5;6;11;2;1;2;0;27
U00558337;5040;8;2;32;1;8;6;4;61
U00558488;1360;3;2;5;2;0;0;0;12
U00558558;4850;7;4;8;2;0;1;1;23
U00558575;4400;9;4;9;4;0;0;1;27
U00558607;12880;4;4;8;1;1;1;0;19
U00558615;1040;4;4;9;1;1;2;0;21
U00558753;17210;17;11;74;2;0;6;1;111
U00559055;1060;6;8;17;1;1;4;0;37
U00559104;2250;7;4;12;4;1;1;1;30
U00559298;2420;5;5;12;0;1;1;0;24
U00559318;15970;6;6;12;2;2;1;0;29
U00559584;5940;18;11;61;1;1;4;1;97
U00559701;1190;10;4;17;5;1;0;0;37
U00559880;9490;4;0;9;3;0;0;0;16
U00559997;7670;4;4;7;1;1;1;0;18
U00560002;9980;5;9;17;1;1;3;0;36
U00560070;1370;3;2;5;2;0;1;1;14
U00560452;4420;5;5;10;0;1;2;0;23
U00560492;1170;9;3;34;1;10;7;0;64
U00560618;11120;8;1;26;0;8;5;1;49
U00560692;960;3;2;4;2;1;0;1;13
U00560713;1650;8;2;28;1;9;5;1;54
U00560717;2180;9;2;42;0;13;9;2;77
U00560729;3050;6;5;14;2;0;3;0;30
U00560751;1620;7;0;31;0;9;6;1;54
U00560774;1620;6;4;10;3;0;1;0;24
U00560804;850;10;0;41;0;12;9;2;74
U00561018;3490;6;9;17;2;0;2;1;37
U00561120;1930;6;3;8;3;0;0;0;20
U00561135;1560;3;2;5;1;1;1;0;13
U00561144;70390;3;4;7;0;1;1;0;16
U00561344;4160;15;0;45;1;15;7;1;84
U00561515;1210;6;7;14;2;1;1;1;32
U00561585;1400;8;8;17;1;1;3;1;39
U00561740;1240;4;2;6;2;0;0;1;15
U00561763;2260;5;4;5;3;0;1;0;18
U00561897;1210;13;6;60;1;3;4;1;88
U00561908;3890;8;5;15;2;1;1;0;32
U00562021;2010;6;3;10;4;1;0;1;25
U00562203;1770;3;4;7;1;1;1;0;17
U00562207;900;8;7;43;0;0;4;0;62
U00562269;16010;4;1;16;0;5;4;1;31
U00562331;25620;3;0;18;0;5;3;1;30
U00562517;6000;6;0;32;0;9;6;0;53
U00562546;1040;17;16;83;1;3;5;0;125
U00562553;3080;7;0;36;0;13;7;1;64
U00562613;1630;12;7;23;2;2;3;1;50
U00562773;4800;7;4;30;2;1;3;0;47
U00562935;3690;9;9;19;2;3;3;0;45
U00562962;1340;4;2;5;2;1;0;0;14
U00562990;2610;4;4;9;1;0;1;0;19
U00563060;1930;14;11;72;4;0;4;1;106
U00563067;12250;4;2;6;3;1;0;0;16
U00563084;1600;15;12;60;2;2;3;1;95
U00563372;4230;8;10;22;2;2;3;0;47
U00563431;35910;6;9;17;0;1;3;1;37
U00563605;3660;7;8;15;1;2;2;2;37
U00563655;2680;10;0;34;1;11;7;2;65
U00563857;1800;5;9;13;1;1;3;0;32
U00563881;1070;4;5;9;0;1;2;0;21
U00563996;1770;7;10;17;2;2;3;1;42
U00564027;1780;6;6;10;1;1;3;1;28
U00564087;2820;15;9;70;1;2;3;4;104
U00564140;11010;4;0;18;1;5;3;1;32
U00564219;4980;7;2;30;0;10;5;2;56
U00564336;1120;8;6;11;4;1;1;1;32
U00564415;1720;4;3;10;1;1;2;0;21
U00564420;4540;16;8;59;2;4;5;1;95
U00564508;1420;9;9;16;2;1;3;0;40
U00564709;3720;6;0;18;0;6;5;1;36
U00564769;23420;7;3;30;0;10;6;2;58
U00564936;5310;7;4;13;1;2;3;0;30
U00564982;2910;4;5;11;1;1;1;0;23
U00565185;870;7;8;16;2;1;2;2;38
U00565309;1740;12;3;20;5;0;0;0;40
U00565421;1230;3;2;6;2;1;1;0;15
U00565495;2020;7;5;11;1;1;2;0;27
U00565583;6970;4;3;7;3;1;0;2;20
U00565763;5740;2;2;5;1;0;1;0;11
U00565814;2480;8;8;16;2;2;2;1;39
U00565817;6060;3;4;8;1;1;1;1;19
U00565834;1830;8;2;11;4;0;1;0;26
U00565860;1590;11;1;42;1;12;9;1;77
U00565994;1150;4;2;5;2;1;0;1;15
U00566021;7460;7;4;24;0;8;4;1;48
U00566084;870;3;3;7;0;1;2;0;16
U00566097;1110;4;2;8;0;1;1;0;16
U00566144;2970;9;2;40;1;12;5;2;71
U00566279;27730;7;4;36;1;1;2;1;52
U00566301;2000;8;5;31;3;10;6;3;66
U00566307;1900;3;2;7;1;1;1;0;15
U00566322;12780;7;1;24;1;9;4;1;47
U00566372;1130;3;4;9;1;1;1;0;19
U00566414;8510;5;4;12;2;1;1;0;25
U00566510;3570;9;0;28;0;9;6;1;53
U00566542;14760;5;2;7;3;0;0;0;17
U00566615;17410;6;1;20;0;6;4;0;37
U00566670;1940;5;5;11;1;2;2;0;26
U00566700;2810;6;2;8;2;1;1;0;20
U00566745;4550;6;0;21;0;6;3;2;38
U00566848;1850;5;1;10;3;1;1;1;22
U00566988;4280;9;2;29;1;7;5;2;55
U00567005;1250;4;1;8;1;0;0;0;14
U00567046;2830;6;4;10;3;0;0;1;24
U00567189;4070;6;0;19;0;6;4;0;35
U00567303;12840;4;3;7;2;1;0;1;18
U00567345;4970;7;1;19;1;6;4;1;39
U00567401;1130;3;6;12;2;0;2;0;25
U00567532;2030;6;6;14;1;1;2;1;31
U00567564;1650;10;10;23;1;2;4;2;52
U00567737;5780;10;6;64;0;3;4;0;87
U00567862;1040;6;2;9;3;0;1;0;21
U00568021;980;6;2;24;1;8;4;1;46
U00568142;1050;9;5;34;0;1;2;1;52
U00568253;5830;14;9;24;2;2;3;1;55
U00568295;1360;10;7;44;2;1;3;1;68
U00568302;1040;7;5;18;0;2;2;1;35
U00568379;2390;4;1;6;2;0;0;0;13
U00568381;3240;6;3;11;4;1;1;0;26
U00568425;3390;4;4;8;1;1;2;1;21
U00568631;10720;6;4;14;1;2;2;0;29
U00568634;1350;5;4;6;4;0;1;1;21
U00568695;3370;4;5;10;1;1;2;1;24
U00568718;1170;6;0;23;0;8;4;0;41
U00568791;2160;6;6;13;1;2;2;1;31
U00568965;2350;3;1;5;3;0;0;0;12
U00569092;3230;5;3;9;1;1;1;0;20
U00569201;5920;9;6;17;0;2;3;0;37
U00569227;1260;7;2;29;1;1;3;1;44
U00569311;5280;6;2;8;4;1;0;1;22
U00569322;1250;7;1;13;4;1;0;0;26
U00569394;3470;7;0;26;0;7;4;1;45
U00569497;4430;6;7;16;1;1;2;0;33
U00569505;4840;2;3;7;2;1;1;0;16
U00569547;1280;3;2;8;2;0;1;0;16
U00569600;930;24;10;102;1;5;8;1;151
U00569736;3760;11;5;46;2;2;3;1;70
U00569845;5060;3;1;6;2;0;0;0;12
U00569884;5060;16;7;58;2;3;5;0;91
U00569929;4160;8;6;17;1;2;2;1;37
U00569993;2160;3;3;4;2;1;0;0;13
U00570006;1180;11;8;54;1;1;3;0;78
U00570080;2500;4;1;16;1;5;4;0;31
U00570092;4000;6;5;11;1;1;1;0;25
U00570100;5070;6;4;12;5;2;1;0;30
U00570170;4630;6;7;15;0;1;3;0;32
U00570171;2600;3;2;6;1;0;1;0;13
U00570271;1270;8;4;34;1;1;1;0;49
U00570514;1500;8;1;30;0;9;7;2;57
U00570527;8650;6;6;12;2;1;2;1;30
U00570530;3170;8;1;25;1;8;5;1;49
U00570634;7930;3;4;8;1;0;2;0;18
U00570701;3070;11;7;47;2;2;2;1;72
U00570729;1320;5;6;11;1;1;1;1;26
U00570739;9780;8;9;21;1;1;4;0;44
U00570766;4550;7;4;12;2;2;2;0;29
U00570841;2550;7;1;31;1;9;5;1;55
U00570919;3090;5;6;14;1;1;3;1;31
U00570994;6010;5;6;13;1;1;1;0;27
U00571012;2090;7;6;18;0;1;2;0;34
